trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
415,False,"{'a': 0.5, 'e': 0.015764416484854486}",20,0,25.948614716596808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.01560755791998283}",20,14,10.116232255989575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.015452260123909515}",25,13,22.235941860947513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.015298507566725518}",30,16,27.009791879402716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.01514628487304698}",20,16,7.82830687811242,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,16,5.881693833694535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.014846368338086832}",25,14,20.005087999171213,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014698644504901784}",25,19,11.46472565017846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014552390548416123}",30,15,28.055097214329493,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.01440759184311235}",20,16,8.318457655877912,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.014264233908999256}",25,14,20.877498855122933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.014122302410163962}",35,21,29.28625146484715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.013981783153338296}",20,0,29.80160738173862,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.013842662086479501}",25,17,16.46951357379129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013704925297364945}",25,3,36.504289879133935,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013568559012200934}",20,8,20.635728195129925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013433549594245302}",25,3,27.5555857489215,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.013299883542443767}",20,0,26.199708739897915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.013167547490079751}",30,17,24.38982976414348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.013036528203437736}",25,18,14.882267937682418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.012906812580479862}",20,12,17.86369078100643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.01277838764953576}",25,10,25.350461119469973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.012651240568005305}",20,11,18.957135886645858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.012525358621074385}",20,13,9.236723526601713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012400729220443406}",20,0,25.55452236779621,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.012277339903068436}",25,11,15.943202026933786,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.012155178329914935}",25,8,30.402436868196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.012034232284723775}",25,19,8.777566839460897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.011914489672789647}",20,9,17.928297956184434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.011795938519751562}",25,14,17.33461855554652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.011678566970395442}",20,9,6.212886764191683,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011562363287468536}",20,13,9.515737122903351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.01144731585050571}",20,16,8.296048425796567,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.011333413154667387}",25,10,33.503622268011426,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.011220643809589084}",20,11,15.440690914805222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.011108996538242306}",20,6,-1.1587375452566797,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.010998460175806881}",20,15,11.77907387197782,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.01088902366855444}",20,3,24.38479665562094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.010780676072743084}",30,20,17.062542749038627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.010673406553522925}",25,8,9.419955022946752,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.010567204383852655}",20,2,30.301099033254367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.010462058943426795}",30,7,37.870492261190655,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010357959717613696}",20,0,33.155901044253966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.5, 'e': 0.010254896296404022}",20,9,9.006864781740761,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.010152858373369763}",20,15,10.592020328801178,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.010051835744633576}",25,3,38.73969472179079,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.00995181830784842}",20,13,12.2088060387591,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,11,25.733191773316733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,5,29.04274982281816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,7,28.08361568596138,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,0,41.4567822728824,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",20,8,18.851580722121568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,9,26.951803453928683,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,21.26677364977241,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,23,10.814039544613902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,23.585126679797288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,8,25.734254745440996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
